Freq.	V(v0)
2.71094048071540e+03	(-2.28488983715218e+01dB,-1.36357054825717e+02°)
2.71718984393847e+03	(-2.28799132633216e+01dB,-1.36427273087365e+02°)
2.72345361343160e+03	(-2.29109510217169e+01dB,-1.36497468271833e+02°)
2.72973182240467e+03	(-2.29420116352617e+01dB,-1.36567640070195e+02°)
2.73602450414413e+03	(-2.29730950922790e+01dB,-1.36637788173956e+02°)
2.74233169201315e+03	(-2.30042013808607e+01dB,-1.36707912275062e+02°)
2.74865341945181e+03	(-2.30353304888687e+01dB,-1.36778012065909e+02°)
2.75498971997728e+03	(-2.30664824039348e+01dB,-1.36848087239352e+02°)
2.76134062718400e+03	(-2.30976571134618e+01dB,-1.36918137488714e+02°)
2.76770617474383e+03	(-2.31288546046233e+01dB,-1.36988162507793e+02°)
2.77408639640629e+03	(-2.31600748643648e+01dB,-1.37058161990875e+02°)
2.78048132599867e+03	(-2.31913178794039e+01dB,-1.37128135632739e+02°)
2.78689099742625e+03	(-2.32225836362311e+01dB,-1.37198083128670e+02°)
2.79331544467247e+03	(-2.32538721211098e+01dB,-1.37268004174463e+02°)
2.79975470179912e+03	(-2.32851833200776e+01dB,-1.37337898466436e+02°)
2.80620880294648e+03	(-2.33165172189462e+01dB,-1.37407765701438e+02°)
2.81267778233357e+03	(-2.33478738033022e+01dB,-1.37477605576854e+02°)
2.81916167425827e+03	(-2.33792530585079e+01dB,-1.37547417790621e+02°)
2.82566051309752e+03	(-2.34106549697016e+01dB,-1.37617202041230e+02°)
2.83217433330753e+03	(-2.34420795217981e+01dB,-1.37686958027739e+02°)
2.83870316942392e+03	(-2.34735266994895e+01dB,-1.37756685449777e+02°)
2.84524705606193e+03	(-2.35049964872460e+01dB,-1.37826384007560e+02°)
2.85180602791660e+03	(-2.35364888693162e+01dB,-1.37896053401892e+02°)
2.85838011976294e+03	(-2.35680038297274e+01dB,-1.37965693334179e+02°)
2.86496936645613e+03	(-2.35995413522874e+01dB,-1.38035303506434e+02°)
2.87157380293170e+03	(-2.36311014205836e+01dB,-1.38104883621288e+02°)
2.87819346420571e+03	(-2.36626840179849e+01dB,-1.38174433381997e+02°)
2.88482838537496e+03	(-2.36942891276419e+01dB,-1.38243952492451e+02°)
2.89147860161713e+03	(-2.37259167324872e+01dB,-1.38313440657182e+02°)
2.89814414819101e+03	(-2.37575668152369e+01dB,-1.38382897581374e+02°)
2.90482506043667e+03	(-2.37892393583903e+01dB,-1.38452322970870e+02°)
2.91152137377562e+03	(-2.38209343442316e+01dB,-1.38521716532179e+02°)
2.91823312371107e+03	(-2.38526517548297e+01dB,-1.38591077972486e+02°)
2.92496034582804e+03	(-2.38843915720396e+01dB,-1.38660406999661e+02°)
2.93170307579358e+03	(-2.39161537775026e+01dB,-1.38729703322266e+02°)
2.93846134935700e+03	(-2.39479383526473e+01dB,-1.38798966649561e+02°)
2.94523520234997e+03	(-2.39797452786905e+01dB,-1.38868196691519e+02°)
2.95202467068680e+03	(-2.40115745366373e+01dB,-1.38937393158825e+02°)
2.95882979036457e+03	(-2.40434261072826e+01dB,-1.39006555762891e+02°)
2.96565059746334e+03	(-2.40752999712114e+01dB,-1.39075684215860e+02°)
2.97248712814636e+03	(-2.41071961087996e+01dB,-1.39144778230618e+02°)
2.97933941866023e+03	(-2.41391145002149e+01dB,-1.39213837520796e+02°)
2.98620750533511e+03	(-2.41710551254175e+01dB,-1.39282861800785e+02°)
2.99309142458492e+03	(-2.42030179641609e+01dB,-1.39351850785738e+02°)
2.99999121290751e+03	(-2.42350029959927e+01dB,-1.39420804191580e+02°)
3.00690690688486e+03	(-2.42670102002554e+01dB,-1.39489721735017e+02°)
3.01383854318332e+03	(-2.42990395560871e+01dB,-1.39558603133541e+02°)
3.02078615855370e+03	(-2.43310910424225e+01dB,-1.39627448105441e+02°)
3.02774978983159e+03	(-2.43631646379936e+01dB,-1.39696256369806e+02°)
3.03472947393747e+03	(-2.43952603213305e+01dB,-1.39765027646538e+02°)
3.04172524787691e+03	(-2.44273780707622e+01dB,-1.39833761656357e+02°)
3.04873714874082e+03	(-2.44595178644177e+01dB,-1.39902458120806e+02°)
3.05576521370561e+03	(-2.44916796802266e+01dB,-1.39971116762264e+02°)
3.06280948003336e+03	(-2.45238634959199e+01dB,-1.40039737303948e+02°)
3.06986998507209e+03	(-2.45560692890310e+01dB,-1.40108319469924e+02°)
3.07694676625588e+03	(-2.45882970368968e+01dB,-1.40176862985112e+02°)
3.08403986110512e+03	(-2.46205467166579e+01dB,-1.40245367575296e+02°)
3.09114930722670e+03	(-2.46528183052602e+01dB,-1.40313832967129e+02°)
3.09827514231419e+03	(-2.46851117794552e+01dB,-1.40382258888139e+02°)
3.10541740414807e+03	(-2.47174271158016e+01dB,-1.40450645066740e+02°)
3.11257613059588e+03	(-2.47497642906652e+01dB,-1.40518991232237e+02°)
3.11975135961249e+03	(-2.47821232802207e+01dB,-1.40587297114832e+02°)
3.12694312924025e+03	(-2.48145040604524e+01dB,-1.40655562445633e+02°)
3.13415147760920e+03	(-2.48469066071545e+01dB,-1.40723786956660e+02°)
3.14137644293729e+03	(-2.48793308959331e+01dB,-1.40791970380852e+02°)
3.14861806353057e+03	(-2.49117769022061e+01dB,-1.40860112452073e+02°)
3.15587637778338e+03	(-2.49442446012047e+01dB,-1.40928212905121e+02°)
3.16315142417859e+03	(-2.49767339679743e+01dB,-1.40996271475733e+02°)
3.17044324128777e+03	(-2.50092449773752e+01dB,-1.41064287900592e+02°)
3.17775186777141e+03	(-2.50417776040838e+01dB,-1.41132261917334e+02°)
3.18507734237911e+03	(-2.50743318225933e+01dB,-1.41200193264556e+02°)
3.19241970394982e+03	(-2.51069076072151e+01dB,-1.41268081681818e+02°)
3.19977899141200e+03	(-2.51395049320792e+01dB,-1.41335926909655e+02°)
3.20715524378386e+03	(-2.51721237711356e+01dB,-1.41403728689581e+02°)
3.21454850017357e+03	(-2.52047640981551e+01dB,-1.41471486764095e+02°)
3.22195879977943e+03	(-2.52374258867303e+01dB,-1.41539200876689e+02°)
3.22938618189010e+03	(-2.52701091102764e+01dB,-1.41606870771851e+02°)
3.23683068588484e+03	(-2.53028137420328e+01dB,-1.41674496195077e+02°)
3.24429235123365e+03	(-2.53355397550632e+01dB,-1.41742076892871e+02°)
3.25177121749755e+03	(-2.53682871222575e+01dB,-1.41809612612755e+02°)
3.25926732432875e+03	(-2.54010558163320e+01dB,-1.41877103103275e+02°)
3.26678071147084e+03	(-2.54338458098311e+01dB,-1.41944548114006e+02°)
3.27431141875907e+03	(-2.54666570751279e+01dB,-1.42011947395557e+02°)
3.28185948612050e+03	(-2.54994895844251e+01dB,-1.42079300699580e+02°)
3.28942495357422e+03	(-2.55323433097567e+01dB,-1.42146607778772e+02°)
3.29700786123159e+03	(-2.55652182229881e+01dB,-1.42213868386887e+02°)
3.30460824929644e+03	(-2.55981142958178e+01dB,-1.42281082278735e+02°)
3.31222615806526e+03	(-2.56310314997784e+01dB,-1.42348249210191e+02°)
3.31986162792744e+03	(-2.56639698062372e+01dB,-1.42415368938201e+02°)
3.32751469936550e+03	(-2.56969291863977e+01dB,-1.42482441220788e+02°)
3.33518541295525e+03	(-2.57299096113002e+01dB,-1.42549465817056e+02°)
3.34287380936605e+03	(-2.57629110518236e+01dB,-1.42616442487197e+02°)
3.35057992936101e+03	(-2.57959334786854e+01dB,-1.42683370992494e+02°)
3.35830381379722e+03	(-2.58289768624438e+01dB,-1.42750251095332e+02°)
3.36604550362594e+03	(-2.58620411734980e+01dB,-1.42817082559196e+02°)
3.37380503989284e+03	(-2.58951263820896e+01dB,-1.42883865148684e+02°)
3.38158246373821e+03	(-2.59282324583038e+01dB,-1.42950598629506e+02°)
3.38937781639718e+03	(-2.59613593720699e+01dB,-1.43017282768492e+02°)
3.39719113919993e+03	(-2.59945070931633e+01dB,-1.43083917333599e+02°)
3.40502247357191e+03	(-2.60276755912056e+01dB,-1.43150502093913e+02°)
3.41287186103410e+03	(-2.60608648356664e+01dB,-1.43217036819654e+02°)
3.42073934320314e+03	(-2.60940747958639e+01dB,-1.43283521282184e+02°)
3.42862496179167e+03	(-2.61273054409663e+01dB,-1.43349955254012e+02°)
3.43652875860843e+03	(-2.61605567399929e+01dB,-1.43416338508795e+02°)
3.44445077555857e+03	(-2.61938286618149e+01dB,-1.43482670821345e+02°)
3.45239105464384e+03	(-2.62271211751567e+01dB,-1.43548951967638e+02°)
3.46034963796280e+03	(-2.62604342485970e+01dB,-1.43615181724810e+02°)
3.46832656771108e+03	(-2.62937678505701e+01dB,-1.43681359871169e+02°)
3.47632188618156e+03	(-2.63271219493663e+01dB,-1.43747486186200e+02°)
3.48433563576462e+03	(-2.63604965131340e+01dB,-1.43813560450563e+02°)
3.49236785894837e+03	(-2.63938915098798e+01dB,-1.43879582446104e+02°)
3.50041859831885e+03	(-2.64273069074706e+01dB,-1.43945551955857e+02°)
3.50848789656028e+03	(-2.64607426736337e+01dB,-1.44011468764048e+02°)
3.51657579645528e+03	(-2.64941987759589e+01dB,-1.44077332656102e+02°)
3.52468234088509e+03	(-2.65276751818989e+01dB,-1.44143143418644e+02°)
3.53280757282980e+03	(-2.65611718587706e+01dB,-1.44208900839506e+02°)
3.54095153536858e+03	(-2.65946887737564e+01dB,-1.44274604707729e+02°)
3.54911427167990e+03	(-2.66282258939053e+01dB,-1.44340254813569e+02°)
3.55729582504180e+03	(-2.66617831861337e+01dB,-1.44405850948502e+02°)
3.56549623883204e+03	(-2.66953606172268e+01dB,-1.44471392905226e+02°)
3.57371555652840e+03	(-2.67289581538399e+01dB,-1.44536880477665e+02°)
3.58195382170889e+03	(-2.67625757624990e+01dB,-1.44602313460976e+02°)
3.59021107805197e+03	(-2.67962134096025e+01dB,-1.44667691651548e+02°)
3.59848736933680e+03	(-2.68298710614219e+01dB,-1.44733014847011e+02°)
3.60678273944343e+03	(-2.68635486841031e+01dB,-1.44798282846238e+02°)
3.61509723235311e+03	(-2.68972462436677e+01dB,-1.44863495449347e+02°)
3.62343089214844e+03	(-2.69309637060138e+01dB,-1.44928652457709e+02°)
3.63178376301366e+03	(-2.69647010369174e+01dB,-1.44993753673945e+02°)
3.64015588923485e+03	(-2.69984582020333e+01dB,-1.45058798901938e+02°)
3.64854731520021e+03	(-2.70322351668966e+01dB,-1.45123787946829e+02°)
3.65695808540023e+03	(-2.70660318969233e+01dB,-1.45188720615026e+02°)
3.66538824442797e+03	(-2.70998483574122e+01dB,-1.45253596714206e+02°)
3.67383783697931e+03	(-2.71336845135452e+01dB,-1.45318416053315e+02°)
3.68230690785315e+03	(-2.71675403303889e+01dB,-1.45383178442578e+02°)
3.69079550195164e+03	(-2.72014157728959e+01dB,-1.45447883693496e+02°)
3.69930366428048e+03	(-2.72353108059054e+01dB,-1.45512531618854e+02°)
3.70783143994910e+03	(-2.72692253941450e+01dB,-1.45577122032721e+02°)
3.71637887417090e+03	(-2.73031595022312e+01dB,-1.45641654750455e+02°)
3.72494601226354e+03	(-2.73371130946710e+01dB,-1.45706129588707e+02°)
3.73353289964913e+03	(-2.73710861358628e+01dB,-1.45770546365420e+02°)
3.74213958185449e+03	(-2.74050785900977e+01dB,-1.45834904899837e+02°)
3.75076610451140e+03	(-2.74390904215605e+01dB,-1.45899205012504e+02°)
3.75941251335681e+03	(-2.74731215943310e+01dB,-1.45963446525266e+02°)
3.76807885423314e+03	(-2.75071720723849e+01dB,-1.46027629261279e+02°)
3.77676517308844e+03	(-2.75412418195953e+01dB,-1.46091753045007e+02°)
3.78547151597673e+03	(-2.75753307997334e+01dB,-1.46155817702227e+02°)
3.79419792905816e+03	(-2.76094389764700e+01dB,-1.46219823060032e+02°)
3.80294445859932e+03	(-2.76435663133766e+01dB,-1.46283768946832e+02°)
3.81171115097342e+03	(-2.76777127739264e+01dB,-1.46347655192359e+02°)
3.82049805266060e+03	(-2.77118783214953e+01dB,-1.46411481627668e+02°)
3.82930521024813e+03	(-2.77460629193635e+01dB,-1.46475248085139e+02°)
3.83813267043069e+03	(-2.77802665307163e+01dB,-1.46538954398483e+02°)
3.84698048001060e+03	(-2.78144891186452e+01dB,-1.46602600402740e+02°)
3.85584868589806e+03	(-2.78487306461493e+01dB,-1.46666185934285e+02°)
3.86473733511141e+03	(-2.78829910761363e+01dB,-1.46729710830827e+02°)
3.87364647477739e+03	(-2.79172703714234e+01dB,-1.46793174931416e+02°)
3.88257615213137e+03	(-2.79515684947388e+01dB,-1.46856578076441e+02°)
3.89152641451761e+03	(-2.79858854087229e+01dB,-1.46919920107635e+02°)
3.90049730938950e+03	(-2.80202210759288e+01dB,-1.46983200868075e+02°)
3.90948888430985e+03	(-2.80545754588241e+01dB,-1.47046420202185e+02°)
3.91850118695109e+03	(-2.80889485197918e+01dB,-1.47109577955740e+02°)
3.92753426509554e+03	(-2.81233402211314e+01dB,-1.47172673975867e+02°)
3.93658816663570e+03	(-2.81577505250598e+01dB,-1.47235708111044e+02°)
3.94566293957444e+03	(-2.81921793937131e+01dB,-1.47298680211107e+02°)
3.95475863202530e+03	(-2.82266267891470e+01dB,-1.47361590127249e+02°)
3.96387529221275e+03	(-2.82610926733381e+01dB,-1.47424437712021e+02°)
3.97301296847240e+03	(-2.82955770081854e+01dB,-1.47487222819338e+02°)
3.98217170925131e+03	(-2.83300797555111e+01dB,-1.47549945304477e+02°)
3.99135156310821e+03	(-2.83646008770617e+01dB,-1.47612605024078e+02°)
4.00055257871377e+03	(-2.83991403345091e+01dB,-1.47675201836151e+02°)
4.00977480485086e+03	(-2.84336980894519e+01dB,-1.47737735600072e+02°)
4.01901829041481e+03	(-2.84682741034165e+01dB,-1.47800206176589e+02°)
4.02828308441365e+03	(-2.85028683378580e+01dB,-1.47862613427820e+02°)
4.03756923596840e+03	(-2.85374807541615e+01dB,-1.47924957217257e+02°)
4.04687679431331e+03	(-2.85721113136430e+01dB,-1.47987237409766e+02°)
4.05620580879613e+03	(-2.86067599775507e+01dB,-1.48049453871591e+02°)
4.06555632887836e+03	(-2.86414267070663e+01dB,-1.48111606470353e+02°)
4.07492840413554e+03	(-2.86761114633054e+01dB,-1.48173695075051e+02°)
4.08432208425747e+03	(-2.87108142073194e+01dB,-1.48235719556065e+02°)
4.09373741904850e+03	(-2.87455349000961e+01dB,-1.48297679785158e+02°)
4.10317445842782e+03	(-2.87802735025608e+01dB,-1.48359575635475e+02°)
4.11263325242965e+03	(-2.88150299755777e+01dB,-1.48421406981545e+02°)
4.12211385120359e+03	(-2.88498042799508e+01dB,-1.48483173699285e+02°)
4.13161630501482e+03	(-2.88845963764249e+01dB,-1.48544875665995e+02°)
4.14114066424441e+03	(-2.89194062256869e+01dB,-1.48606512760367e+02°)
4.15068697938956e+03	(-2.89542337883665e+01dB,-1.48668084862478e+02°)
4.16025530106389e+03	(-2.89890790250378e+01dB,-1.48729591853797e+02°)
4.16984567999769e+03	(-2.90239418962200e+01dB,-1.48791033617186e+02°)
4.17945816703819e+03	(-2.90588223623786e+01dB,-1.48852410036895e+02°)
4.18909281314983e+03	(-2.90937203839264e+01dB,-1.48913720998570e+02°)
4.19874966941456e+03	(-2.91286359212246e+01dB,-1.48974966389249e+02°)
4.20842878703206e+03	(-2.91635689345840e+01dB,-1.49036146097367e+02°)
4.21813021732006e+03	(-2.91985193842658e+01dB,-1.49097260012753e+02°)
4.22785401171456e+03	(-2.92334872304829e+01dB,-1.49158308026633e+02°)
4.23760022177017e+03	(-2.92684724334007e+01dB,-1.49219290031630e+02°)
4.24736889916031e+03	(-2.93034749531385e+01dB,-1.49280205921764e+02°)
4.25716009567754e+03	(-2.93384947497701e+01dB,-1.49341055592456e+02°)
4.26697386323381e+03	(-2.93735317833254e+01dB,-1.49401838940524e+02°)
4.27681025386074e+03	(-2.94085860137908e+01dB,-1.49462555864187e+02°)
4.28666931970989e+03	(-2.94436574011109e+01dB,-1.49523206263065e+02°)
4.29655111305305e+03	(-2.94787459051888e+01dB,-1.49583790038178e+02°)
4.30645568628250e+03	(-2.95138514858880e+01dB,-1.49644307091948e+02°)
4.31638309191131e+03	(-2.95489741030326e+01dB,-1.49704757328199e+02°)
4.32633338257358e+03	(-2.95841137164088e+01dB,-1.49765140652159e+02°)
4.33630661102478e+03	(-2.96192702857659e+01dB,-1.49825456970458e+02°)
4.34630283014196e+03	(-2.96544437708172e+01dB,-1.49885706191128e+02°)
4.35632209292409e+03	(-2.96896341312409e+01dB,-1.49945888223608e+02°)
4.36636445249229e+03	(-2.97248413266814e+01dB,-1.50006002978738e+02°)
4.37642996209016e+03	(-2.97600653167501e+01dB,-1.50066050368764e+02°)
4.38651867508404e+03	(-2.97953060610264e+01dB,-1.50126030307338e+02°)
4.39663064496326e+03	(-2.98305635190589e+01dB,-1.50185942709515e+02°)
4.40676592534049e+03	(-2.98658376503661e+01dB,-1.50245787491757e+02°)
4.41692456995197e+03	(-2.99011284144377e+01dB,-1.50305564571929e+02°)
4.42710663265784e+03	(-2.99364357707353e+01dB,-1.50365273869304e+02°)
4.43731216744236e+03	(-2.99717596786936e+01dB,-1.50424915304561e+02°)
4.44754122841428e+03	(-3.00071000977213e+01dB,-1.50484488799783e+02°)
4.45779386980704e+03	(-3.00424569872019e+01dB,-1.50543994278460e+02°)
4.46807014597915e+03	(-3.00778303064951e+01dB,-1.50603431665488e+02°)
4.47837011141439e+03	(-3.01132200149373e+01dB,-1.50662800887169e+02°)
4.48869382072215e+03	(-3.01486260718430e+01dB,-1.50722101871213e+02°)
4.49904132863771e+03	(-3.01840484365053e+01dB,-1.50781334546732e+02°)
4.50941269002253e+03	(-3.02194870681973e+01dB,-1.50840498844248e+02°)
4.51980795986453e+03	(-3.02549419261726e+01dB,-1.50899594695687e+02°)
4.53022719327841e+03	(-3.02904129696667e+01dB,-1.50958622034382e+02°)
4.54067044550589e+03	(-3.03259001578977e+01dB,-1.51017580795071e+02°)
4.55113777191606e+03	(-3.03614034500672e+01dB,-1.51076470913898e+02°)
4.56162922800565e+03	(-3.03969228053612e+01dB,-1.51135292328412e+02°)
4.57214486939931e+03	(-3.04324581829515e+01dB,-1.51194044977569e+02°)
4.58268475184992e+03	(-3.04680095419959e+01dB,-1.51252728801727e+02°)
4.59324893123890e+03	(-3.05035768416395e+01dB,-1.51311343742653e+02°)
4.60383746357646e+03	(-3.05391600410160e+01dB,-1.51369889743516e+02°)
4.61445040500196e+03	(-3.05747590992478e+01dB,-1.51428366748890e+02°)
4.62508781178415e+03	(-3.06103739754474e+01dB,-1.51486774704752e+02°)
4.63574974032150e+03	(-3.06460046287183e+01dB,-1.51545113558486e+02°)
4.64643624714250e+03	(-3.06816510181558e+01dB,-1.51603383258876e+02°)
4.65714738890595e+03	(-3.07173131028480e+01dB,-1.51661583756111e+02°)
4.66788322240125e+03	(-3.07529908418764e+01dB,-1.51719715001783e+02°)
4.67864380454871e+03	(-3.07886841943172e+01dB,-1.51777776948885e+02°)
4.68942919239989e+03	(-3.08243931192419e+01dB,-1.51835769551814e+02°)
4.70023944313782e+03	(-3.08601175757183e+01dB,-1.51893692766366e+02°)
4.71107461407739e+03	(-3.08958575228112e+01dB,-1.51951546549740e+02°)
4.72193476266559e+03	(-3.09316129195835e+01dB,-1.52009330860535e+02°)
4.73281994648184e+03	(-3.09673837250968e+01dB,-1.52067045658752e+02°)
4.74373022323832e+03	(-3.10031698984128e+01dB,-1.52124690905788e+02°)
4.75466565078021e+03	(-3.10389713985933e+01dB,-1.52182266564443e+02°)
4.76562628708607e+03	(-3.10747881847017e+01dB,-1.52239772598913e+02°)
4.77661219026810e+03	(-3.11106202158038e+01dB,-1.52297208974795e+02°)
4.78762341857246e+03	(-3.11464674509683e+01dB,-1.52354575659080e+02°)
4.79866003037960e+03	(-3.11823298492679e+01dB,-1.52411872620160e+02°)
4.80972208420453e+03	(-3.12182073697801e+01dB,-1.52469099827820e+02°)
4.82080963869715e+03	(-3.12540999715878e+01dB,-1.52526257253243e+02°)
4.83192275264258e+03	(-3.12900076137807e+01dB,-1.52583344869007e+02°)
4.84306148496144e+03	(-3.13259302554552e+01dB,-1.52640362649084e+02°)
4.85422589471018e+03	(-3.13618678557161e+01dB,-1.52697310568840e+02°)
4.86541604108140e+03	(-3.13978203736769e+01dB,-1.52754188605037e+02°)
4.87663198340412e+03	(-3.14337877684607e+01dB,-1.52810996735826e+02°)
4.88787378114417e+03	(-3.14697699992012e+01dB,-1.52867734940752e+02°)
4.89914149390443e+03	(-3.15057670250430e+01dB,-1.52924403200752e+02°)
4.91043518142519e+03	(-3.15417788051432e+01dB,-1.52981001498152e+02°)
4.92175490358447e+03	(-3.15778052986711e+01dB,-1.53037529816671e+02°)
4.93310072039830e+03	(-3.16138464648099e+01dB,-1.53093988141414e+02°)
4.94447269202108e+03	(-3.16499022627571e+01dB,-1.53150376458877e+02°)
4.95587087874586e+03	(-3.16859726517253e+01dB,-1.53206694756944e+02°)
4.96729534100470e+03	(-3.17220575909428e+01dB,-1.53262943024883e+02°)
4.97874613936896e+03	(-3.17581570396547e+01dB,-1.53319121253354e+02°)
4.99022333454963e+03	(-3.17942709571233e+01dB,-1.53375229434398e+02°)
5.00172698739765e+03	(-3.18303993026291e+01dB,-1.53431267561443e+02°)
5.01325715890426e+03	(-3.18665420354715e+01dB,-1.53487235629301e+02°)
5.02481391020127e+03	(-3.19026991149692e+01dB,-1.53543133634169e+02°)
5.03639730256143e+03	(-3.19388705004616e+01dB,-1.53598961573624e+02°)
5.04800739739872e+03	(-3.19750561513087e+01dB,-1.53654719446627e+02°)
5.05964425626872e+03	(-3.20112560268927e+01dB,-1.53710407253519e+02°)
5.07130794086890e+03	(-3.20474700866179e+01dB,-1.53766024996023e+02°)
5.08299851303895e+03	(-3.20836982899120e+01dB,-1.53821572677240e+02°)
5.09471603476111e+03	(-3.21199405962264e+01dB,-1.53877050301651e+02°)
5.10646056816053e+03	(-3.21561969650372e+01dB,-1.53932457875115e+02°)
5.11823217550555e+03	(-3.21924673558457e+01dB,-1.53987795404868e+02°)
5.13003091920805e+03	(-3.22287517281793e+01dB,-1.54043062899523e+02°)
5.14185686182381e+03	(-3.22650500415918e+01dB,-1.54098260369067e+02°)
5.15371006605280e+03	(-3.23013622556645e+01dB,-1.54153387824865e+02°)
5.16559059473952e+03	(-3.23376883300067e+01dB,-1.54208445279654e+02°)
5.17749851087335e+03	(-3.23740282242563e+01dB,-1.54263432747544e+02°)
5.18943387758889e+03	(-3.24103818980804e+01dB,-1.54318350244019e+02°)
5.20139675816625e+03	(-3.24467493111763e+01dB,-1.54373197785934e+02°)
5.21338721603143e+03	(-3.24831304232719e+01dB,-1.54427975391516e+02°)
5.22540531475666e+03	(-3.25195251941262e+01dB,-1.54482683080361e+02°)
5.23745111806070e+03	(-3.25559335835303e+01dB,-1.54537320873434e+02°)
5.24952468980919e+03	(-3.25923555513077e+01dB,-1.54591888793071e+02°)
5.26162609401501e+03	(-3.26287910573153e+01dB,-1.54646386862972e+02°)
5.27375539483861e+03	(-3.26652400614436e+01dB,-1.54700815108209e+02°)
5.28591265658832e+03	(-3.27017025236177e+01dB,-1.54755173555215e+02°)
5.29809794372074e+03	(-3.27381784037977e+01dB,-1.54809462231793e+02°)
5.31031132084104e+03	(-3.27746676619793e+01dB,-1.54863681167107e+02°)
5.32255285270335e+03	(-3.28111702581944e+01dB,-1.54917830391689e+02°)
5.33482260421103e+03	(-3.28476861525121e+01dB,-1.54971909937430e+02°)
5.34712064041710e+03	(-3.28842153050385e+01dB,-1.55025919837587e+02°)
5.35944702652451e+03	(-3.29207576759182e+01dB,-1.55079860126775e+02°)
5.37180182788654e+03	(-3.29573132253340e+01dB,-1.55133730840974e+02°)
5.38418511000712e+03	(-3.29938819135083e+01dB,-1.55187532017522e+02°)
5.39659693854117e+03	(-3.30304637007030e+01dB,-1.55241263695117e+02°)
5.40903737929497e+03	(-3.30670585472205e+01dB,-1.55294925913814e+02°)
5.42150649822650e+03	(-3.31036664134041e+01dB,-1.55348518715029e+02°)
5.43400436144579e+03	(-3.31402872596387e+01dB,-1.55402042141534e+02°)
5.44653103521527e+03	(-3.31769210463509e+01dB,-1.55455496237457e+02°)
5.45908658595011e+03	(-3.32135677340101e+01dB,-1.55508881048283e+02°)
5.47167108021859e+03	(-3.32502272831288e+01dB,-1.55562196620851e+02°)
5.48428458474246e+03	(-3.32868996542632e+01dB,-1.55615443003356e+02°)
5.49692716639724e+03	(-3.33235848080135e+01dB,-1.55668620245347e+02°)
5.50959889221266e+03	(-3.33602827050249e+01dB,-1.55721728397726e+02°)
5.52229982937294e+03	(-3.33969933059875e+01dB,-1.55774767512746e+02°)
5.53503004521719e+03	(-3.34337165716375e+01dB,-1.55827737644014e+02°)
5.54778960723975e+03	(-3.34704524627571e+01dB,-1.55880638846489e+02°)
5.56057858309053e+03	(-3.35072009401754e+01dB,-1.55933471176478e+02°)
5.57339704057542e+03	(-3.35439619647686e+01dB,-1.55986234691641e+02°)
5.58624504765661e+03	(-3.35807354974609e+01dB,-1.56038929450985e+02°)
5.59912267245295e+03	(-3.36175214992246e+01dB,-1.56091555514870e+02°)
5.61202998324032e+03	(-3.36543199310808e+01dB,-1.56144112945002e+02°)
5.62496704845200e+03	(-3.36911307540998e+01dB,-1.56196601804434e+02°)
5.63793393667902e+03	(-3.37279539294016e+01dB,-1.56249022157568e+02°)
5.65093071667053e+03	(-3.37647894181561e+01dB,-1.56301374070154e+02°)
5.66395745733418e+03	(-3.38016371815844e+01dB,-1.56353657609287e+02°)
5.67701422773643e+03	(-3.38384971809581e+01dB,-1.56405872843407e+02°)
5.69010109710298e+03	(-3.38753693776008e+01dB,-1.56458019842303e+02°)
5.70321813481912e+03	(-3.39122537328877e+01dB,-1.56510098677105e+02°)
5.71636541043007e+03	(-3.39491502082467e+01dB,-1.56562109420291e+02°)
5.72954299364139e+03	(-3.39860587651584e+01dB,-1.56614052145683e+02°)
5.74275095431929e+03	(-3.40229793651567e+01dB,-1.56665926928444e+02°)
5.75598936249108e+03	(-3.40599119698294e+01dB,-1.56717733845084e+02°)
5.76925828834548e+03	(-3.40968565408184e+01dB,-1.56769472973455e+02°)
5.78255780223301e+03	(-3.41338130398199e+01dB,-1.56821144392751e+02°)
5.79588797466638e+03	(-3.41707814285855e+01dB,-1.56872748183510e+02°)
5.80924887632082e+03	(-3.42077616689218e+01dB,-1.56924284427611e+02°)
5.82264057803451e+03	(-3.42447537226914e+01dB,-1.56975753208276e+02°)
5.83606315080892e+03	(-3.42817575518130e+01dB,-1.57027154610068e+02°)
5.84951666580919e+03	(-3.43187731182621e+01dB,-1.57078488718893e+02°)
5.86300119436452e+03	(-3.43558003840708e+01dB,-1.57129755621995e+02°)
5.87651680796854e+03	(-3.43928393113288e+01dB,-1.57180955407964e+02°)
5.89006357827969e+03	(-3.44298898621834e+01dB,-1.57232088166726e+02°)
5.90364157712159e+03	(-3.44669519988401e+01dB,-1.57283153989551e+02°)
5.91725087648344e+03	(-3.45040256835627e+01dB,-1.57334152969050e+02°)
5.93089154852039e+03	(-3.45411108786741e+01dB,-1.57385085199172e+02°)
5.94456366555394e+03	(-3.45782075465561e+01dB,-1.57435950775208e+02°)
5.95826730007227e+03	(-3.46153156496501e+01dB,-1.57486749793791e+02°)
5.97200252473070e+03	(-3.46524351504574e+01dB,-1.57537482352891e+02°)
5.98576941235202e+03	(-3.46895660115395e+01dB,-1.57588148551822e+02°)
5.99956803592690e+03	(-3.47267081955185e+01dB,-1.57638748491237e+02°)
6.01339846861427e+03	(-3.47638616650773e+01dB,-1.57689282273128e+02°)
6.02726078374170e+03	(-3.48010263829602e+01dB,-1.57739750000831e+02°)
6.04115505480582e+03	(-3.48382023119727e+01dB,-1.57790151779020e+02°)
